part_number,product_model,customer,system_quantity,csv_current_qty,difference_quantity,applied_initial_quantity,current_before_recalc,entries_since_period_start,exits_since_period_start,return_entries_since_period_start,return_losses_since_period_start,new_current_quantity,status
ACQ87420623,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ87420624,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91411409,RAPTOR,LG,-600,144,744,144,-373,0,0,254,27,371,diferencia
ACQ91411410,RAPTOR,LG,0,54,54,54,0,0,0,0,0,54,diferencia
ACQ91482409,RAPTOR,LG,0,45,45,45,-39,0,39,0,0,6,diferencia
ACQ91482410,RAPTOR,LG,0,156,156,156,0,0,0,0,0,156,diferencia
ACQ91482411,RAPTOR,LG,0,39,39,39,0,0,0,0,0,39,diferencia
ACQ91482452,RAPTOR,LG,0,2,2,2,0,0,0,0,0,2,diferencia
ACQ91482459,RAPTOR,LG,0,2,2,2,0,0,0,0,0,2,diferencia
ACQ91482463,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482464,pending,LG,0,12,12,12,0,0,0,0,0,12,diferencia
ACQ91482466,MAJESTY,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482467,MAJESTY,LG,0,110,110,110,0,0,0,0,0,110,diferencia
ACQ91482468,MAJESTY,LG,0,2,2,2,0,0,0,0,0,2,diferencia
ACQ91482469,MAJESTY,LG,0,14,14,14,0,0,0,0,0,14,diferencia
ACQ91482470,MAJESTY,LG,0,2,2,2,0,0,0,0,0,2,diferencia
ACQ91482471,MAJESTY,LG,0,134,134,134,0,0,0,0,0,134,diferencia
ACQ91482472,MAJESTY,LG,0,6,6,6,0,0,0,0,0,6,diferencia
ACQ91482473,MAJESTY,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482474,MAJESTY,LG,0,10,10,10,0,0,0,0,0,10,diferencia
ACQ91482475,MAJESTY,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482475-2,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482476,MAJESTY,LG,-51,24,75,24,-41,0,0,10,0,34,diferencia
ACQ91482480,MAJESTY,LG,1,31,30,31,1,0,0,0,0,31,diferencia
ACQ91482482,pending,LG,0,1,1,1,0,0,0,0,0,1,diferencia
ACQ91482483,MAJESTY,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482484,MAJESTY,LG,-28,83,111,83,-19,0,1,10,0,92,diferencia
ACQ91482486,RAPTOR,LG,0,162,162,162,0,0,0,0,0,162,diferencia
ACQ91482495,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482496,pending,LG,-262,370,632,370,-489,420,810,176,13,143,diferencia
ACQ91482497,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
ACQ91482498,pending,LG,0,23,23,23,0,0,0,0,0,23,diferencia
ACQ91482499,pending,LG,16,210,194,210,28,6,0,12,6,222,diferencia
AJJ30036901,pending,LG,950,950,0,950,258,0,692,0,0,258,igual
AJJ30036902,pending,LG,41,42,1,42,41,0,0,0,0,42,diferencia
AJJ30036903,pending,LG,0,1,1,1,0,0,0,0,0,1,diferencia
AJJ30036904,Oven,LG,40,40,0,40,40,0,0,0,0,40,igual
CINTAS COTTON,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
CINTAS COTTON DELGADO,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576601,pending,LG,-60,94,154,94,-60,0,0,0,0,94,diferencia
EAD00576601-M,pending,LG,0,903,903,903,0,0,0,0,0,903,diferencia
EAD00576602,pending,LG,-65,30,95,30,-65,0,0,0,0,30,diferencia
EAD00576602-M,pending,LG,0,3294,3294,3294,0,0,0,0,0,3294,diferencia
EAD00576603,pending,LG,501,260,-241,260,501,0,0,0,0,260,diferencia
EAD00576603-M,pending,LG,0,168,168,168,0,0,0,0,0,168,diferencia
EAD00576604,pending,LG,701,282,-419,282,521,330,510,0,0,102,diferencia
EAD00576604-M,pending,LG,0,1036,1036,1036,-390,0,390,0,0,646,diferencia
EAD00576605,pending,LG,80,65,-15,65,80,0,0,0,0,65,diferencia
EAD00576605-M,pending,LG,0,750,750,750,0,0,0,0,0,750,diferencia
EAD00576606,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576606-M,VF,LG,0,5,5,5,0,0,0,0,0,5,diferencia
EAD00576607,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576607-M,VF,LG,0,3,3,3,0,0,0,0,0,3,diferencia
EAD00576608,pending,LG,0,46,46,46,0,0,0,0,0,46,diferencia
EAD00576608-M,pending,LG,0,1161,1161,1161,0,0,0,0,0,1161,diferencia
EAD00576609,pending,LG,0,10,10,10,0,0,0,0,0,10,diferencia
EAD00576609-M,pending,LG,0,5845,5845,5845,0,0,0,0,0,5845,diferencia
EAD00576610,pending,LG,2835,459,-2376,459,2674,1568,1729,0,0,298,diferencia
EAD00576610-M,pending,LG,0,9220,9220,9220,-516,0,516,0,0,8704,diferencia
EAD00576611,pending,LG,360,97,-263,97,353,602,609,0,0,90,diferencia
EAD00576611-M,pending,LG,0,2961,2961,2961,-690,0,690,0,0,2271,diferencia
EAD00576612,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576612-M,VF,LG,0,15,15,15,0,0,0,0,0,15,diferencia
EAD00576613,pending,LG,20,20,0,20,23,105,102,0,0,23,igual
EAD00576613-M,VF,LG,0,491,491,491,-105,0,105,0,0,386,diferencia
EAD00576619,VF,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576619-M,VF,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576620,VF,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576620-M,VF,LG,0,37,37,37,0,0,0,0,0,37,diferencia
EAD00576621,VF,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD00576621-M,VF,LG,0,37,37,37,0,0,0,0,0,37,diferencia
EAD59672201,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD60703961,pending,LG,0,1447,1447,1447,0,0,0,0,0,1447,diferencia
EAD60704031,pending,LG,-1600,4600,6200,4600,-2400,0,800,0,0,3800,diferencia
EAD60726101,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD60951706,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD60951707,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD61045502,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD61211603,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD61305811,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD62469107,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD62469113,pending,LG,-2250,6118,8368,6118,-780,0,250,1720,0,7588,diferencia
EAD62487410,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD62487413,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD62765409,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63027401,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63050441,pending,LG,0,3500,3500,3500,0,0,0,0,0,3500,diferencia
EAD63050450,pending,LG,0,4320,4320,4320,-2850,0,2850,0,0,1470,diferencia
EAD63766801,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766803,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766805,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766808,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766811,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766814,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766819,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766822,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766901,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766902,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766906,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766908,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766909,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766913,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63766914,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767003,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767005,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767006,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767011,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767014,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767016,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767022,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767024,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767025,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767027,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767029,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767030,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767101,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767102,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767103,pending,LG,0,5,5,5,0,0,0,0,0,5,diferencia
EAD63767106,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767109,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767110,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767112,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63767819,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63850103,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63911331,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63911408,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63911604,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63911605,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD63954201,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD64168627,pending,LG,0,8,8,8,0,0,0,0,0,8,diferencia
EAD64168633,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65345135,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65345155,pending,LG,0,5189,5189,5189,0,0,0,0,0,5189,diferencia
EAD65345165,pending,LG,0,8004,8004,8004,-7001,0,7001,0,0,1003,diferencia
EAD65568412,pending,LG,-4500,9516,14016,9516,-8000,0,3500,0,0,6016,diferencia
EAD65894102,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894103,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894104,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894105,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894107,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894108,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894109,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894110,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894111,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894112,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894113,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894114,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894115,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894116,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894118,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894119,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894120,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894121,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894122,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894123,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894124,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894301,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894302,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894303,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894304,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894305,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894306,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894308,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894309,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894310,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894311,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894312,pending,LG,-600,10832,11432,10832,-5800,0,5200,0,0,5632,diferencia
EAD65894313,pending,LG,0,2906,2906,2906,0,0,0,0,0,2906,diferencia
EAD65894314,pending,LG,0,14415,14415,14415,0,0,0,0,0,14415,diferencia
EAD65894315,pending,LG,0,4036,4036,4036,-400,0,400,0,0,3636,diferencia
EAD65894316,pending,LG,-600,5500,6100,5500,-3900,0,3300,0,0,2200,diferencia
EAD65894317,pending,LG,0,3621,3621,3621,-200,0,200,0,0,3421,diferencia
EAD65894318,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894319,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894320,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894321,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65894322,pending,LG,0,705,705,705,0,0,0,0,0,705,diferencia
EAD65894323,pending,LG,0,707,707,707,0,0,0,0,0,707,diferencia
EAD65894324,pending,LG,0,43,43,43,0,0,0,0,0,43,diferencia
EAD65894325,pending,LG,0,3900,3900,3900,-200,0,200,0,0,3700,diferencia
EAD65894325 ECO27,pending,LG,0,2147,2147,2147,0,0,0,0,0,2147,diferencia
EAD65894326,pending,LG,0,2200,2200,2200,0,0,0,0,0,2200,diferencia
EAD65948102,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948103,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948111,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948112,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948120,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948121,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948124,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948130,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948131,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948136,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948139,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948142,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948144,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948146,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65948148,pending,LG,2973,574,-2399,574,3818,2675,1830,0,0,1419,diferencia
EAD65948149,pending,LG,0,0,0,0,-5,35,40,0,0,-5,igual
EAD65948153,pending,LG,44,0,-44,0,134,240,150,0,0,90,diferencia
EAD65948155,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967601,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967607,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967608,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967613,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967616,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967617,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967618,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967619,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967620,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967623,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967624,pending,LG,0,11642,11642,11642,-2640,0,2640,0,0,9002,diferencia
EAD65967625,pending,LG,0,0,0,0,-35,0,35,0,0,-35,igual
EAD65967628,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967630,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAD65967632,pending,LG,0,2362,2362,2362,-240,0,240,0,0,2122,diferencia
EAV48995113,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV60892208,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV60892209,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61472001,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61472002,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61472005,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61572003,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61573112,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61652805,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV61875814,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV62073401,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV62074702,pending,LG,-2160,129600,131760,129600,-8640,0,6480,0,0,123120,diferencia
EAV63332113,pending,LG,-1320,62040,63360,62040,-5280,0,3960,0,0,58080,diferencia
EAV63613204,pending,LG,-9240,66000,75240,66000,-13200,0,3960,0,0,62040,diferencia
EAV63613206,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV64632103,pending,LG,-2880,28800,31680,28800,-5040,0,2160,0,0,26640,diferencia
EAV64632105,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV64632106,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV64632107-1,pending,LG,-1440,20816,22256,20816,-4320,0,2880,0,0,17936,diferencia
EAV64632116,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EAV64632123,pending,LG,-5280,42900,48180,42900,-15840,0,10560,0,0,32340,diferencia
EBR23966201,VF,LG,-1,38,39,38,1,1,0,2,1,40,diferencia
EBR23966202,VF,LG,-51,166,217,166,1,1,0,52,1,218,diferencia
EBR23966204,VF,LG,0,88,88,88,0,0,0,0,0,88,diferencia
EBR23966205,VF,LG,0,3,3,3,0,0,0,0,0,3,diferencia
EBR23966206,VF1 Q,LG,-40,91,131,91,-40,0,0,0,0,91,diferencia
EBR23966207,VF1_Better_X,LG,-141,188,329,188,180,621,500,200,0,509,diferencia
EBR23966208,pending,LG,-20,180,200,180,-20,0,0,0,0,180,diferencia
EBR23966209,VF1_Better_B_100V,LG,-186,71,257,71,-173,0,0,16,3,84,diferencia
EBR23966210,VF1_Better_B_DI_100V,LG,-95,101,196,101,45,50,5,100,5,241,diferencia
EBR23966211,VF3_W_USA,LG,-879,295,1174,295,-1035,1455,1625,28,14,139,diferencia
EBR23966212,VF3_Better_L_USA,LG,-185,67,252,67,-256,651,722,0,0,-4,diferencia
EBR23966213,VF3_Better_L_Single_USA,LG,-290,64,354,64,-316,1008,1048,18,4,38,diferencia
EBR23966214,pending,LG,33,38,5,38,68,152,122,10,5,73,diferencia
EBR23966221,VF1_Better_L_MN,LG,-181,74,255,74,128,128,0,182,1,383,diferencia
EBR24212301,NOVA,LG,0,96,96,96,0,0,0,0,0,96,diferencia
EBR24212302,NOVA,LG,760,176,-584,176,584,585,761,0,0,0,diferencia
EBR24212302-D,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR24212303,NOVA,LG,0,111,111,111,0,0,0,0,0,111,diferencia
EBR24212304,NOVA,LG,1802,106,-1696,106,1701,1259,1360,0,0,5,diferencia
EBR24212306,MM Nova Basic Gas,LG,2408,625,-1783,625,2297,1508,1680,122,61,514,diferencia
EBR25036820,pending,LG,16,16,0,16,16,0,0,0,0,16,igual
EBR25080701,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR30299301,RAPTOR,LG,30,30,0,30,0,0,30,0,0,0,igual
EBR30299302,RAPTOR,LG,25,0,-25,0,25,0,0,0,0,0,diferencia
EBR30299303,QUANTUM-B,LG,9,9,0,9,0,0,9,0,0,0,igual
EBR30299304,RAPTOR,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR30299305,QUANTUM-B,LG,0,260,260,260,0,0,0,0,0,260,diferencia
EBR30299306,RAPTOR,LG,5,0,-5,0,5,0,0,0,0,0,diferencia
EBR30299307,RAPTOR,LG,0,29,29,29,0,0,0,0,0,29,diferencia
EBR30299308,RAPTOR,LG,0,61,61,61,0,0,0,0,0,61,diferencia
EBR30299309,QUANTUM-B,LG,0,41,41,41,0,0,0,0,0,41,diferencia
EBR30299310,RAPTOR,LG,0,57,57,57,0,0,0,0,0,57,diferencia
EBR30299311,RAPTOR,LG,0,91,91,91,0,0,0,0,0,91,diferencia
EBR30299312,RAPTOR,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR30299317,pending,LG,0,5,5,5,0,0,0,0,0,5,diferencia
EBR30299351,RAPTOR,LG,0,52,52,52,0,0,0,0,0,52,diferencia
EBR30299352,RAPTOR,LG,0,19,19,19,0,0,0,0,0,19,diferencia
EBR30299353,RAPTOR,LG,0,12,12,12,0,0,0,0,0,12,diferencia
EBR30299354,QUANTUM-B,LG,0,6,6,6,0,0,0,0,0,6,diferencia
EBR30299355,RAPTOR,LG,-241,115,356,115,-214,245,220,4,2,142,diferencia
EBR30299356,QUANTUM-B,LG,0,131,131,131,0,0,0,0,0,131,diferencia
EBR30299357,QUANTUM-B,LG,5,117,112,117,302,297,0,0,0,414,diferencia
EBR30299358,QUANTUM-B,LG,0,100,100,100,218,518,300,0,0,318,diferencia
EBR30299359,RAPTOR,LG,0,3,3,3,0,0,0,0,0,3,diferencia
EBR30299360,QUANTUM-B,LG,0,64,64,64,0,0,0,0,0,64,diferencia
EBR30299361,QUANTUM-B,LG,4,187,183,187,164,160,0,0,0,347,diferencia
EBR30299362,RAPTOR,LG,-106,331,437,331,-328,8,260,40,10,109,diferencia
EBR30299363,RAPTOR,LG,-507,84,591,84,-127,2216,1840,8,4,464,diferencia
EBR30299364,RAPTOR,LG,0,228,228,228,-147,253,400,0,0,81,diferencia
EBR30299365,RAPTOR,LG,-51,114,165,114,-91,0,40,0,0,74,diferencia
EBR30299366,RAPTOR,LG,248,439,191,439,-53,295,656,60,0,138,diferencia
EBR30299367,QUANTUM-B,LG,0,62,62,62,0,0,0,0,0,62,diferencia
EBR30299368,pending,LG,-40,50,90,50,-40,0,0,0,0,50,diferencia
EBR30299369,pending,LG,-5,17,22,17,5,5,0,5,0,27,diferencia
EBR30299370,pending,LG,0,0,0,0,100,520,420,0,0,100,igual
EBR31600151,P-VEYRON,LG,0,274,274,274,0,0,0,0,0,274,diferencia
EBR31600152,B-VEYRON,LG,0,176,176,176,0,0,0,0,0,176,diferencia
EBR31600153,B-VEYRON,LG,0,28,28,28,0,0,0,0,0,28,diferencia
EBR31600155,B-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31600157,B-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31600159,B-VEYRON,LG,0,295,295,295,0,0,0,0,0,295,diferencia
EBR31600160,P-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31600161,P-VEYRON,LG,0,8,8,8,0,0,0,0,0,8,diferencia
EBR31600162,P-VEYRON,LG,0,221,221,221,0,0,0,0,0,221,diferencia
EBR31600163,P-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31600164,P-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31600165,P-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31600166,P-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR31737820,NULL,LG,0,155,155,155,0,0,0,0,0,155,diferencia
EBR32165750,P-VEYRON,LG,0,61,61,61,0,0,0,0,0,61,diferencia
EBR32165758,P-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32165760,B-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32165762,B-VEYRON,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766630,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766634,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766642,RAPTOR,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766663,VF,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766666,VF,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766676,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32766677,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881201,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881202,VS,LG,0,8,8,8,-8,0,8,0,0,0,diferencia
EBR32881203,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881204,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881205,VS,LG,0,78,78,78,0,0,0,0,0,78,diferencia
EBR32881206,VS,LG,0,49,49,49,0,0,0,0,0,49,diferencia
EBR32881207,VS,LG,0,23,23,23,0,0,0,0,0,23,diferencia
EBR32881208,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881209,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881210,VS,LG,0,28,28,28,-28,0,28,0,0,0,diferencia
EBR32881211,VS,LG,0,12,12,12,0,0,0,0,0,12,diferencia
EBR32881213,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881214,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881215,VS,LG,0,18,18,18,0,0,0,0,0,18,diferencia
EBR32881216,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881217,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881218,VS,LG,0,135,135,135,0,0,0,0,0,135,diferencia
EBR32881219,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881221,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881222,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881223,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881224,VS,LG,0,10,10,10,0,0,0,0,0,10,diferencia
EBR32881225,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881226,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881228,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR32881301-0,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR33105301,TF,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR33105305,VT,LG,0,64,64,64,0,0,0,0,0,64,diferencia
EBR33105306,VT,LG,0,14,14,14,0,0,0,0,0,14,diferencia
EBR33105505,VT,LG,-665,403,1068,403,-965,100,450,60,10,103,diferencia
EBR33105509,VT,LG,0,25,25,25,0,0,0,0,0,25,diferencia
EBR33828702,VT,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR33828703,VT,LG,-12,70,82,70,22,22,10,24,2,104,diferencia
EBR37437001,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437002,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437003,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437004,VS,LG,0,35,35,35,0,0,0,0,0,35,diferencia
EBR37437005,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437006,VS,LG,0,16,16,16,-16,0,16,0,0,0,diferencia
